tTriggerFieldSq,864,1376,002E4DA7,0,1,1,4294967295,0,0
tTriggerFieldSq,864,1344,000EE17B,0,1,1,4294967295,0,0
tTriggerFieldSq,992,1472,00280539,0,1,1,4294967295,0,0
tTriggerFieldSq,992,1440,003A6F04,0,1,1,4294967295,0,0
tTriggerFieldSq,992,1408,00013732,0,1,1,4294967295,0,0
tTriggerFieldSq,992,1376,00148D28,0,1,1,4294967295,0,0
tTriggerFieldSq,992,1376,0029B506,0,1,1,4294967295,0,0
tTriggerFieldSq,992,1344,000083E0,0,1,1,4294967295,0,0
tTriggerFieldSq,992,1344,002428B7,0,1,1,4294967295,0,0
tTriggerFieldSq,992,1344,00154F3E,0,1,1,4294967295,0,0
tTriggerFieldSq,992,1344,001B59A6,0,1,1,4294967295,0,0
tTriggerFieldSq,992,1344,002E968E,0,1,1,4294967295,0,0
tTriggerFieldSq,992,1312,0022AC15,0,1,1,4294967295,0,0
tTriggerFieldSq,960,1472,0013E185,0,1,1,4294967295,0,0
tTriggerFieldSq,960,1248,001B1259,0,1,1,4294967295,0,0
tTriggerFieldSq,928,1248,001BFB34,0,1,1,4294967295,0,0
tTriggerFieldSq,960,1216,002FD795,0,1,1,4294967295,0,0
tTriggerFieldSq,928,1216,002367DE,0,1,1,4294967295,0,0
tTriggerFieldSq,960,1184,001FC9B3,0,1,1,4294967295,0,0
tTriggerFieldV,704,1216,00021568,0,1,1,4294967295,0,0
tTriggerFieldV,736,1216,0018F081,0,1,1,4294967295,0,0
tTriggerFieldV,704,1376,00263289,0,1,1,4294967295,0,0
tTriggerFieldV,736,1376,0020988F,0,1,1,4294967295,0,0
tTriggerFieldV,704,1472,001B7056,0,1,1,4294967295,0,0
tTriggerFieldV,736,1472,0032D2ED,0,1,1,4294967295,0,0
tTriggerFieldV,704,1280,0027FDC9,0,1,1,4294967295,0,0
tTriggerFieldV,704,1280,0001F811,0,1,1,4294967295,0,0
tTriggerFieldV,704,1216,00219096,0,1,1,4294967295,0,0
tTriggerFieldV,736,1216,001C7EA9,0,1,1,4294967295,0,0
tTriggerFieldH,1216,1344,002D66BD,0,1,1,4294967295,0,0
tTriggerFieldH,1344,1344,0010A1AF,0,1,1,4294967295,0,0
tTriggerFieldH,1376,1344,000D7DE5,0,1,1,4294967295,0,0
tTriggerFieldH,1312,1344,000B0877,0,1,1,4294967295,0,0
tTriggerFieldV,288,1504,00245502,0,1,1,4294967295,0,0
tTriggerFieldH,1856,1600,001EF985,0,1,1,4294967295,0,0
tTriggerFieldH,1888,1600,000BB8B8,0,1,1,4294967295,0,0
tTriggerFieldH,1792,1600,0018E3F6,0,1,1,4294967295,0,0
tTriggerFieldH,1728,1600,00309B26,0,1,1,4294967295,0,0
tTriggerFieldH,1664,1600,002F431F,0,1,1,4294967295,0,0
tTriggerFieldH,1600,1600,00272E62,0,1,1,4294967295,0,0
tTriggerFieldH,1536,1600,002A63F8,0,1,1,4294967295,0,0
tTriggerFieldH,1472,1600,001E73D8,0,1,1,4294967295,0,0
trigger,736,1312,001EC9DF,0,1,1,4294967295,0,0
trigger,736,1280,003ED078,0,1,1,4294967295,0,0
trigger,736,1248,00060497,0,1,1,4294967295,0,0
trigger,736,1216,0018378C,0,1,1,4294967295,0,0
trigger,960,1344,001AFA96,0,1,1,4294967295,0,0
trigger,960,1312,0028AEF7,0,1,1,4294967295,0,0
trigger,960,1280,000FFB64,0,1,1,4294967295,0,0
trigger,960,1248,00076636,0,1,1,4294967295,0,0
trigger,960,1216,00359243,0,1,1,4294967295,0,0
trigger,992,1312,0035CE4D,0,1,1,4294967295,0,0
trigger,992,1280,00253FAB,0,1,1,4294967295,0,0
trigger,992,1248,001ECC58,0,1,1,4294967295,0,0
trigger,992,1216,00402C70,0,1,1,4294967295,0,0
trigger,1056,1312,00177F1D,0,1,1,4294967295,0,0
trigger,1056,1280,00290740,0,1,1,4294967295,0,0
trigger,1056,1248,001602DD,0,1,1,4294967295,0,0
trigger,1024,1216,00266EC1,0,1,1,4294967295,0,0
trigger,1024,1184,003DC809,0,1,1,4294967295,0,0
trigger,1024,1216,00215557,0,1,1,4294967295,0,0
trigger,1024,1248,0034C43F,0,1,1,4294967295,0,0
trigger,1024,1280,000D027F,0,1,1,4294967295,0,0
trigger,1024,1312,000B97E9,0,1,1,4294967295,0,0
trigger,288,1504,0011D010,0,1,1,4294967295,0,0
trigger,928,1344,0014846D,0,1,1,4294967295,0,0
trigger,928,1312,000C2E36,0,1,1,4294967295,0,0
trigger,928,1280,001BD0CC,0,1,1,4294967295,0,0
